time,rf,Nino34
2019-09-30,8.49238,0.11
2019-10-31,3.4382894,0.55
2019-11-30,0.98149365,0.74
2019-12-31,0.56885344,0.51
2020-01-31,0.980642,0.64
2020-02-29,0.41897944,0.48
2020-03-31,1.1790767,0.36
2020-04-30,1.4696132,0.49
2020-05-31,2.393133,-0.12
2020-06-30,6.625193,-0.21
2020-07-31,8.47178,-0.04
2020-08-31,10.232344,-0.42
2020-09-30,5.9457307,-0.66
2020-10-31,2.4734476,-1.19
2020-11-30,0.9983269,-1.01
2020-12-31,0.50120443,-0.98
2021-01-31,0.59272015,-1.04
2021-02-28,0.2620408,-0.94
2021-03-31,0.5313397,-0.72
2021-04-30,1.0686982,-0.55
2021-05-31,3.6205804,-0.41
2021-06-30,6.180876,-0.06
2021-07-31,8.333661,-0.2
2021-08-31,6.4301667,-0.38
2021-09-30,7.4095693,-0.5
2021-10-31,3.1687028,-0.78
2021-11-30,1.8397716,-0.88
2021-12-31,0.6392751,-1.07
2022-01-31,1.1015526,-0.77
2022-02-28,0.6549368,-0.68
2022-03-31,0.33628002,-0.84
2022-04-30,1.5505426,-0.9
2022-05-31,2.7731721,-1.02
2022-06-30,5.33725,-0.77
2022-07-31,10.379397,-0.56
2022-08-31,8.309221,-0.96
2022-09-30,6.0157824,-1.06
2022-10-31,3.6038647,-0.99
2022-11-30,0.5668459,-0.76
2022-12-31,0.42318532,-0.86
